,year_pair,location_code,Product,export,eci,pci,density,coi,cog,rca1,rca2,M_num_0_5,M_num_0_55,M_num_0_6,M_num_0_65,M_num_0_7,M_num_0_75,M_num_0_8,M_num_0_85,M_num_0_9,M_num_0_95,M_num_1,M_0_5,M_0_55,M_0_6,M_0_65,M_0_7,M_0_75,M_0_8,M_0_85,M_0_9,M_0_95,M_1
36,2004_2009,Centro,221311,20.0,1.3324160270586243,2.329740763280583,1.0000000000000007,-1.6836704675583043,0.0,1.5791116039325752,1.9114573146986285,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2004_2009,Centro,221312,612.0,1.3324160270586243,-2.9933084159580505,0.15614617940199338,-1.6836704675583043,-1.2907496667866316,0.6415183158417305,0.6611739080979866,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
38,2004_2009,Centro,236111,487.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.5482945695623295,0.556949628617216,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
39,2004_2009,Centro,236112,167.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.9440023987943351,0.7261552005579797,,,,,,,,,,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Underdeveloped,Underdeveloped
40,2004_2009,Centro,236113,26.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.9790491944381965,0.9429938913592844,,,,,,,,,,,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Underdeveloped
41,2004_2009,Centro,236211,88.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.5917330296055034,0.6066706480940359,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
42,2004_2009,Centro,236212,2.0,1.3324160270586243,1.3273109217171475,0.6579939668174958,-1.6836704675583043,-0.0,1.6317486573969944,1.1292752933385757,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,2004_2009,Centro,236221,688.0,1.3324160270586243,-1.0617103850901077,0.3197158081705152,-1.6836704675583043,-0.9250165144457837,0.5845069817541472,0.5659490385263383,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
44,2004_2009,Centro,236222,8.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.8513471255984318,0.958003428040047,,,,,,,,,,,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Underdeveloped
45,2004_2009,Centro,237111,59.0,1.3324160270586243,-0.0959113696561361,0.3325670498084289,-1.6836704675583043,-0.5143355403685455,0.47039008527568077,0.3921641262581117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
