anio,nuevas_inversiones,reinversion_utilidades,cuentas_entre_companias,total,edo,ied
2021,16.146160211623904,1.6509019605780537,2.819211911469272,20.616274083671225,Colima,17.797062172201958
2022,42.33925100268626,50.59397530779269,2.130200611469274,95.06342692194835,Colima,92.93322631047894
2006,21.500361309999995,-8.523684900000001,-36.1953216,-23.218645190000004,Durango,12.976676409999994
2007,72.67898464592956,133.87758823000004,-28.02609564999996,178.53047722592962,Durango,206.5565728759296
2008,118.61266887,150.20396365999997,95.02375861999997,363.84039114999996,Durango,268.81663253
2009,150.11822189,7.8711084599999985,34.963591720000004,192.95292207000006,Durango,157.98933035
2010,155.54735298999998,22.160701230000004,27.24073111999997,204.94878533999997,Durango,177.70805421999998
2011,15.209360550000001,-17.08987387,-263.31987339999995,-265.20038672000004,Durango,-1.8805133200000004
2012,439.48760430000016,163.14589947999997,-106.09179194000001,496.54171184000035,Durango,602.6335037800002
2013,2.6896799300000005,280.1597189559199,172.22484952000005,455.07424840592006,Durango,282.8493988859199
2014,-0.38311368000000035,23.9492611,83.49931385999999,107.06546127999997,Durango,23.56614742
2015,19.59817769,11.536877449999999,-118.85520717999997,-87.72015203999997,Durango,31.13505514
2016,-49.62088574,2.5085118799999933,34.52919188999999,-12.583181969999998,Durango,-47.112373860000005
2017,-27.716141800000006,318.15436938592006,171.39814809000003,461.83637567592007,Durango,290.43822758592006
2018,4.893961450000001,222.19702011984023,-3.784911389999998,223.30607017984025,Durango,227.09098156984024
2019,0.0,4.763491427922305,-333.5615983900002,117.1842468579222,Durango,4.763491427922305
2020,0.0,31.758908649663216,23.520124518400134,60.20871672806336,Durango,31.758908649663216
2021,169.69752455685696,-15.17989937091753,10.284359492029647,164.80198467796907,Durango,154.51762518593944
2022,625.503523386857,243.53952082650824,-303.5420257695699,565.501018443795,Durango,869.0430442133652
2006,283.73096842999996,151.70918589000004,58.19165589999999,493.6318102200002,México,435.44015432000003
2007,1102.0483238071715,1929.5374947599998,-98.57107519999988,2933.014743367182,México,3031.5858185671714
2008,135.32914217,1737.34137698,-172.6289144099999,1700.0416047400001,México,1872.67051915
2009,-4.4564318699999905,46.41371830999999,416.5245790800003,458.48186552000027,México,41.957286440000004
2010,97.78403856271441,72.96862952000002,-210.96009598000012,-40.20742789728562,México,170.75266808271442
2011,69.53168327999998,-71.46778203,268.90467298,266.96857423,México,-1.9360987500000135
2012,298.18843214271436,1785.2559427799995,301.8402416699999,2385.284616592715,México,2083.444374922714
2013,-22.278383299438666,1180.04780437248,-163.51846616,994.2509549130413,México,1157.7694210730413
2014,95.42182276999999,-22.006643769999997,-79.07095652000005,-5.655777519999997,México,73.415179
2015,80.02747463122311,10.505774479999996,270.60606315000007,361.1393122612232,México,90.53324911122311
2016,129.56683687039956,-319.30023852,375.5377441400001,185.8043424903997,México,-189.73340164960044
2017,282.73775097218396,849.2466965624793,403.55438460999954,1535.5388321446624,México,1131.9844475346633
2018,90.51853455631031,1126.291255747303,-49.02884304855675,1167.780947255057,México,1216.8097903036132
2019,642.6765496329922,58.14183056303118,252.61463407999997,953.4330142760236,México,700.8183801960233
2020,130.50907056627864,58.687510090341895,35.934762219088185,225.1313428757088,México,189.19658065662054
2021,139.48075170536853,33.575984519029504,-226.71262741197057,-53.65589118757267,México,173.05673622439804
2022,1003.1849064609497,1276.6965809197054,12.807925838560593,2292.689413219212,México,2279.881487380655
2006,15.327621709999994,77.02964204999998,119.93583838999994,212.29310215000012,Guanajuato,92.35726375999997
2007,513.8604318012854,854.8591147800008,-572.68592865,796.0336179312861,Guanajuato,1368.719546581286
2008,117.38149811,681.9256342599999,-509.15089662000025,290.1562357499991,Guanajuato,799.3071323699999
2009,-10.661991330000003,0.9556335900000013,261.7200728200002,252.0137150800001,Guanajuato,-9.706357740000001
2010,53.98245455,17.4413717,-345.98902601999987,-274.5651997699999,Guanajuato,71.42382625
2011,149.71241870999998,-15.166508730000006,-202.69755173000004,-68.15164175000001,Guanajuato,134.54590997999998
2012,310.41438004,685.15613082,-796.1174015500006,199.45310930999935,Guanajuato,995.57051086
2013,152.13833166999999,479.52810586332527,476.2323141895783,1107.8987517229025,Guanajuato,631.6664375333253
2014,34.23322665335483,-6.408085759999999,1.8623816000000109,29.687522493354813,Guanajuato,27.825140893354835
2015,195.95076773999995,6.533404810000001,424.04645782999967,626.5306303799999,Guanajuato,202.48417254999995
2016,143.7075252,-1.65395978,-108.09663669000004,33.956928730000186,Guanajuato,142.05356541999998
2017,526.0298512633548,477.99946513332526,794.0445169295795,1798.0738333262586,Guanajuato,1004.0293163966801
2018,38.38672656999999,622.6067939069101,68.47343392999967,729.4669544069104,Guanajuato,660.99352047691
2019,139.72712780103453,56.66029656571213,233.28877457999988,429.67619894674647,Guanajuato,196.38742436674664
2020,413.15908928106074,24.78260043207537,71.04686356000002,508.9885532731358,Guanajuato,437.9416897131361
2021,45.303096374331275,-16.109726964868663,-134.3869302907821,-105.19356088131934,Guanajuato,29.193369409462612
2022,636.5760400264265,687.9399639398295,238.42214177921738,1562.9381457454726,Guanajuato,1324.516003966256
2006,15.10221144,20.696072609999998,3.4264142499999974,39.224698300000014,Guerrero,35.79828405
2007,65.53919533216117,200.73564075000002,9.260173359999994,275.53500944216114,Guerrero,266.2748360821612
2008,21.1661894,210.92576911999998,42.512469370000005,274.60442789000007,Guerrero,232.09195852
2009,-0.42508478000000194,0.18703692999999996,19.624108789999994,19.38606094,Guerrero,-0.23804785000000198
2010,3.4468583600000007,7.51856928,12.143652379999999,23.10908002,Guerrero,10.965427640000001
2011,1.9823849099999995,-0.92827729,-21.38067762,-20.32657,Guerrero,1.0541076199999995
2012,26.170347890000006,217.70309804,52.89955291999999,296.77299885,Guerrero,243.87344593
2013,14.380931010000001,74.43844722582338,55.057339320000004,143.8767175558234,Guerrero,88.81937823582338
2014,12.936330329999999,127.05582687,8.283885410000002,148.27604261000013,Guerrero,139.9921572
2015,210.6770403499999,66.54284061,6.867640359999999,284.08752131999984,Guerrero,277.2198809599999
2016,11.917365489999998,71.01400767,9.930566729999999,92.86193989000006,Guerrero,82.93137315999999
2017,249.91166717999997,339.0511223758233,80.13943182,669.1022213758225,Guerrero,588.9627895558233
2018,15.88707332,83.32077374262985,-25.47965592,73.7281911426298,Guerrero,99.20784706262985
2019,4.329267872937781,40.653717483152676,18.466698199999993,63.44968355609047,Guerrero,44.98298535609046
2020,4.256443628532784,39.59302494521969,15.932194199999996,59.78166277375247,Guerrero,43.849468573752475
2021,3.1359568563637237,38.7133796289801,7.127734699876055,48.97707118521987,Guerrero,41.84933648534383
2022,27.6087416778343,202.28089579998226,16.04697117987604,245.93660865769277,Guerrero,229.88963747781656
2006,39.88266872999999,15.071071590000003,-4.580241890000001,50.373498430000005,Hidalgo,54.953740319999994
2007,189.06528772901342,150.63256581,-55.82337662999999,283.8744769090135,Hidalgo,339.6978535390134
2008,15.077070180000002,117.82139299999997,-38.569638140000016,94.32882503999996,Hidalgo,132.89846317999996
2009,12.52692675,11.10285686,116.71326401000002,140.34304762000008,Hidalgo,23.629783609999997
2010,3.1656448699999995,17.0123455,-4.733614510000001,15.444375860000008,Hidalgo,20.177990369999996
2011,5.760776080000001,8.91846305,13.922036020000004,28.60127515,Hidalgo,14.679239130000001
2012,36.53041787999999,154.85505841000003,87.33204738,278.7175236699998,Hidalgo,191.38547629
2013,0.035752219999999994,115.45489761908462,6.318717069999997,121.80936690908464,Hidalgo,115.49064983908463
2014,5.965904500000001,4.591068590000001,4.974037729999997,15.53101081999999,Hidalgo,10.556973090000001
2015,6.570886139999999,5.17871825,45.294342750000006,57.043947139999986,Hidalgo,11.749604389999998
2016,8.45440479,-5.08792358,-21.482271700000013,-18.115790490000016,Hidalgo,3.36648121
2017,21.02694765,120.13676087908468,35.10482584999999,176.2685343790846,Hidalgo,141.1637085290847
2018,0.0,117.48416608926745,34.950267409999995,153.65033235926745,Hidalgo,117.48416608926745
2019,35.11238492675433,54.745009967621954,37.16671614000002,127.02411103437626,Hidalgo,89.85739489437628
2020,60.89093289999999,50.89405772869966,5.743584879999996,117.52857550869965,Hidalgo,111.78499062869965
2021,12.162206205732742,-0.8445834588594824,3.2169553537761173,14.534578100649373,Hidalgo,11.31762274687326
2022,109.38142289248708,222.27865032672963,81.0775237837761,412.73759700299263,Hidalgo,331.6600732192167
2006,67.64949259655202,49.93396225,-881.9931254300004,-764.4096705834479,Jalisco,117.58345484655203
2007,514.1860569370386,1109.3581343200008,-52.91477654000001,1570.6294147170381,Jalisco,1623.5441912570395
2008,134.4416011021676,1133.6330363299994,158.39709620000002,1426.4717336321653,Jalisco,1268.074637432167
2009,142.30398294000003,20.857831259999994,467.3025212000003,630.4643354000006,Jalisco,163.1618142
2010,86.98375176,25.621075809999994,-84.26390000999994,28.34092756,Jalisco,112.60482757
2011,30.669610856126013,-10.89929371,28.938565059999952,48.70888220612598,Jalisco,19.77031714612601
2012,394.39894665829314,1169.212649689999,570.3742824500005,2133.9858787982953,Jalisco,1563.611596348292
2013,74.056774871104,798.1142727493843,71.72655603,943.8976036504882,Jalisco,872.1710476204884
2014,69.66255321426253,22.912274039999996,137.61731827000014,230.1921455242626,Jalisco,92.57482725426253
2015,61.503311278146924,-4.415794889999999,150.08319118000006,207.17070756814692,Jalisco,57.08751638814692
2016,282.23169263,-113.51156469,591.5635846400002,760.2837125799989,Jalisco,168.72012794
2017,487.4543319935132,703.0991872093848,950.9906501200003,2141.5441693228972,Jalisco,1190.553519202898
2018,498.33716829395524,1013.8764298660584,116.59199936999998,1628.8055975300138,Jalisco,1512.2135981600136
2019,134.02493969664923,79.98065529149214,422.8955497,636.901144688141,Jalisco,214.00559498814135
2020,183.97622660821287,9.310044446354711,288.33305323764006,481.61932429220775,Jalisco,193.28627105456758
2021,2.6573596722589103,-77.43313462872784,305.3252329885991,230.54945803213062,Jalisco,-74.77577495646894
2022,818.9956942710768,1025.7339949751772,1133.145835296237,2977.8755245424923,Jalisco,1844.729689246254
2006,152.45724679999998,20.74759378,-50.522300950000016,122.68253963000001,Michoacán,173.20484057999997
2007,198.76325652390946,170.95897328999996,-71.71545709999998,298.00677271390936,Michoacán,369.7222298139094
2008,33.08663978,192.94816517999993,9.429858350000003,235.46466330999996,Michoacán,226.03480495999992
2009,-24.35828754,7.07999762,38.48180445,21.203514529999996,Michoacán,-17.27828992
2010,0.49365117999999997,12.02770521,0.20638704000000108,12.72774343,Michoacán,12.521356390000001
2011,3.64091422,5.616048480000001,-5.854383639999999,3.4025790600000017,Michoacán,9.2569627
2012,12.86291764,217.67191648999983,42.26366620000002,272.79850032999997,Michoacán,230.53483412999984
2013,727.4457613,193.79711542903692,119.04017553999999,1040.2830522690374,Michoacán,921.2428767290369
2014,6.7409623,9.694769660000002,8.076265880000001,24.511997839999992,Michoacán,16.435731960000002
2015,175.96581740000002,4.312666250000002,-187.04361095000007,-6.765127300000004,Michoacán,180.27848365000003
2016,-3.2050957444258517,3.63095079,-24.727698970000006,-24.301843924425864,Michoacán,0.4258550455741483
2017,906.9474452555743,211.4355021290369,-84.65486850000003,1033.7280788846115,Michoacán,1118.3829473846113
2018,7.72908135,128.4067323346061,-6.032027280000003,130.1037864046061,Michoacán,136.1358136846061
2019,0.0,24.393419364593896,-0.7055788600000004,24.2584576545939,Michoacán,24.393419364593896
2020,0.0,12.26221028780016,-19.769853510000004,-7.504969425408396,Michoacán,12.26221028780016
2021,1.5742687527664063,10.960872163813853,7.463058803891471,19.998199720471728,Michoacán,12.535140916580259
2022,9.87664104955785,176.02323415081392,-19.04440084610854,166.8554743542632,Michoacán,185.89987520037178
2006,42.69961815,27.091002440000004,66.13134013999998,135.92196073000002,Morelos,69.79062059
2007,280.1687947551343,204.36874546999994,171.08293256000007,655.6204727851341,Morelos,484.5375402251342
2008,19.120984500000002,149.72058124000003,-21.85115816,146.9904075800001,Morelos,168.84156574000002
2009,-13.891848360000001,9.179899160000002,-33.926378820000004,-38.63832801999999,Morelos,-4.711949199999999
2010,0.40504776000000003,5.83345892,37.16145788999998,43.39996457,Morelos,6.23850668
2011,1.4632068500000004,6.43097999,227.03749830000004,234.93168514000004,Morelos,7.894186840000001
2012,7.0973907500000015,171.16491931000004,208.42141921000007,386.6837292700002,Morelos,178.26231006000003
2013,0.0,64.09254096817513,10.884390469999985,74.69961433817511,Morelos,64.09254096817513
2014,4.367204480000001,3.2328355799999997,53.526374450000006,61.126414510000004,Morelos,7.60004006
2015,2.38910876,-0.17240692999999976,46.50431803999997,48.72101986999998,Morelos,2.2167018300000003
2016,0.62814044,-101.34050571999998,10.933878859999991,-89.77848642000001,Morelos,-100.71236527999999
2017,7.107136580000001,-34.18753610182488,121.84896182000006,94.76856229817518,Morelos,-27.08039952182488
